character	initial	final	tone	roman	ascii	pretty	no-emc-data
熵	ṣ	ơg	0	ṣơgˋ	sjeog0	ṣờg	!
熶	ṭx	yn	2	ṭxynˉ	txjyn2	ṭxyn	!
熷	ŧ	rg	0	ŧrgˋ	tsrg0	ŧr̀g	
熸	ŧ	im	0	ŧimˋ	tsim0	ŧìm	
熹	x	i	0	xiˋ	xi0	xì	
熺	x	ej	0	xejˋ	xej0	xèj	!
熻	qj	rm	3	qjrmˈ	qjrm3	qjrp	
熼		ig	3	igˈ	ig3	ik	
熽	s	iv	2	sivˉ	siv2	siv	
熾	ṭx	i	2	ṭxiˉ	txji2	ṭxi	
熿	v	og	0	vogˋ	vog0	vòg	!
燀	ṭx	in	1	ṭxinˊ	txjin1	ṭxín	
燀	d	an	2	danˉ	dan2	dan	
燁		im	3	imˈ	im3	ip	
燂	d	am	0	damˋ	dam0	dàm	
燂	đ	im	0	đimˋ	dzim0	đìm	
燂	đ	om	0	đomˋ	dzom0	đòm	
燃	ṇ	in	0	ṇinˋ	njin0	ṇìn	
燄		im	2	imˉ	im2	im	
燄		im	0	imˋ	im0	ìm	
燅	đ	rm	0	đrmˋ	dzrm0	đr̀m	
燅	đ	im	0	đimˋ	dzim0	đìm	
燆	h	iv	0	hivˋ	hiv0	hìv	!
燇	ṭ	on	2	ṭonˉ	tjon2	ṭon	!
燈	t	rg	0	trgˋ	trg0	tr̀g	
燉	d	rn	2	drnˉ	drn2	drn	
燉	d	on	2	donˉ	don2	don	
燊	ṣ	rn	0	ṣrnˋ	sjrn0	ṣr̀n	
燋	ŧ	iv	0	ŧivˋ	tsiv0	ŧìv	
燋	đ	iv	0	đivˋ	dziv0	đìv	
燌	w	rn	0	wrnˋ	wrn0	wr̀n	
燍	s	i	0	siˋ	si0	sì	
燎	l	iv	0	livˋ	liv0	lìv	
燎	l	iv	2	livˉ	liv2	liv	
燏	v	rn	3	vrnˈ	vrn3	vrt	
燐	l	on	0	lonˋ	lon0	lòn	
燑	d	ug	0	dugˋ	dug0	dùg	!
燒	ṣ	iv	0	ṣivˋ	sjiv0	ṣìv	
燓	w	rn	0	wrnˋ	wrn0	wr̀n	!
燔	w	an	0	wanˋ	wan0	wàn	
燕	q	in	2	qinˉ	qin2	qin	
燕	q	in	1	qinˊ	qin1	qín	
燕	q	in	0	qinˋ	qin0	qìn	
燖	đ	rm	0	đrmˋ	dzrm0	đr̀m	
燗	l	an	2	lanˉ	lan2	lan	!
燘	m	uj	1	mujˊ	muj1	múj	
燙	tx	og	2	txogˉ	txog2	txog	!
燚		ig	3	igˈ	ig3	ik	!
燛	kv	ig	1	kvigˊ	kvig1	kvíg	!
燜	m	un	2	munˉ	mun2	mun	!
燝	k	ig	1	kigˊ	kig1	kíg	!
燞	ṭ	iv	2	ṭivˉ	tjiv2	ṭiv	!
營		ig	0	igˋ	ig0	ìg	
燠	qj	ug	3	qjugˈ	qjug3	qjuk	
燠	q	ov	1	qovˊ	qov1	qóv	
燠	q	y	2	qyˉ	qy2	qy	
燡		ig	3	igˈ	ig3	ik	
燢	h	og	3	hogˈ	hog3	hok	!
燣	l	am	0	lamˋ	lam0	làm	
燤	tx	aj	2	txajˉ	txaj2	txaj	!
燥	ŧx	ov	2	ŧxovˉ	tsxov2	ŧxov	
燦	ŧx	an	2	ŧxanˉ	tsxan2	ŧxan	
燧	z	uj	2	zujˉ	zuj2	zuj	
燨	x	ej	0	xejˋ	xej0	xèj	!
燩	kx	og	3	kxogˈ	kxog3	kxok	
燪	ṭ	ug	1	ṭugˊ	tjug1	ṭúg	!
燫	l	im	0	limˋ	lim0	lìm	
燬	qv	i	1	qviˊ	qvi1	qví	
燭	ṭ	ug	3	ṭugˈ	tjug3	ṭuk	
燮	s	in	3	sinˈ	sin3	sit	
燯	l	ig	0	ligˋ	lig0	lìg	!
燰	q	uj	0	qujˋ	quj0	qùj	!
燱	q	i	2	qiˉ	qi2	qi	!
燲	x	im	3	ximˈ	xim3	xip	!
燳	ṭ	iv	2	ṭivˉ	tjiv2	ṭiv	!
燴		uj	2	ujˉ	uj2	uj	!
燵	d	an	3	danˈ	dan3	dat	!
燶	qn	ug	0	qnugˋ	qnug0	qnùg	!
燷	l	am	0	lamˋ	lam0	làm	
燸		y	0	yˋ	y0	ỳ	!
燹	s	in	1	sinˊ	sin1	sín	
燺	h	ug	3	hugˈ	hug3	huk	
燻	xv	rn	0	xvrnˋ	xvrn0	xvr̀n	
燼	đ	on	2	đonˉ	dzon2	đon	
燼	ŧ	on	1	ŧonˊ	tson1	ŧón	
燽	ḍ	rv	0	ḍrvˋ	djrv0	ḍr̀v	
燾	d	ov	0	dovˋ	dov0	dòv	
燾	d	ov	2	dovˉ	dov2	dov	
燿		iv	2	ivˉ	iv2	iv	
燿	ṣ	ơg	3	ṣơgˈ	sjeog3	ṣơk	
爀	x	ag	3	xagˈ	xag3	xak	
爁	l	am	2	lamˉ	lam2	lam	
爁	l	am	1	lamˊ	lam1	lám	
爂	p	iv	0	pivˋ	piv0	pìv	
爃	v	ig	0	vigˋ	vig0	vìg	!
爄	l	rj	2	lrjˉ	lrj2	lrj	!
爅	m	rg	3	mrgˈ	mrg3	mrk	!
爆	p	av	2	pavˉ	pav2	pav	
爇	qṇ	yn	3	qṇynˈ	qnjyn3	qṇyt	
爇	ṇ	yn	3	ṇynˈ	njyn3	ṇyt	
爈	l	y	0	lyˋ	ly0	lỳ	
爉	l	am	3	lamˈ	lam3	lap	!
爊	g	av	0	gavˋ	gav0	gàv	!
爊	g	ov	0	govˋ	gov0	gòv	!
爋	xv	rn	0	xvrnˋ	xvrn0	xvr̀n	
爌	kx	og	2	kxogˉ	kxog2	kxog	
爌	kxv	og	2	kxvogˉ	kxvog2	kxvog	
爍	ṣ	ơg	3	ṣơgˈ	sjeog3	ṣơk	
爍	ql	ig	3	qligˈ	qlig3	qlik	
爎	l	iv	0	livˋ	liv0	lìv	!
爏	l	ig	3	ligˈ	lig3	lik	!
爐	l	ov	0	lovˋ	lov0	lòv	
爐	ql	ov	1	qlovˊ	qlov1	qlóv	
爑	ṭ	ơg	3	ṭơgˈ	tjeog3	ṭơk	!
爒	l	iv	1	livˊ	liv1	lív	
爓		im	2	imˉ	im2	im	
爓		im	0	imˋ	im0	ìm	
爓	đ	rm	0	đrmˋ	dzrm0	đr̀m	
爓	đ	im	0	đimˋ	dzim0	đìm	
爔	x	ej	0	xejˋ	xej0	xèj	!
爕	ṣ	in	3	ṣinˈ	sjin3	ṣit	!
爖	l	ug	0	lugˋ	lug0	lùg	!
爗		im	3	imˈ	im3	ip	
爘	ṭx	an	0	ṭxanˋ	txjan0	ṭxàn	!
爙	j	og	1	jogˊ	jog1	jóg	!
爚	j	og	3	jogˈ	jog3	jok	
爛	l	an	2	lanˉ	lan2	lan	
爛	ql	an	1	qlanˊ	qlan1	qlán	
爜	ḍ	ug	0	ḍugˋ	djug0	ḍùg	!
爝	ŧ	ơg	3	ŧơgˈ	tseog3	ŧơk	
爝	ŧ	iv	2	ŧivˉ	tsiv2	ŧiv	
爞	d	ug	0	dugˋ	dug0	dùg	
爞	ḍ	ug	0	ḍugˋ	djug0	ḍùg	
爟	k	un	2	kunˉ	kun2	kun	
爠	c	ơj	0	cơjˋ	ceoj0	cờj	!
爡	ṭx	in	3	ṭxinˈ	txjin3	ṭxit	!
爢	m	ej	0	mejˋ	mej0	mèj	!
爣	tx	og	1	txogˊ	txog1	txóg	
爤	l	an	2	lanˉ	lan2	lan	
爥	ṭ	ug	3	ṭugˈ	tjug3	ṭuk	!
爦	l	am	1	lamˊ	lam1	lám	!
爧	l	ig	0	ligˋ	lig0	lìg	
爨	ŧx	yn	2	ŧxynˉ	tsxyn2	ŧxyn	
爩	qv	rn	3	qvrnˈ	qvrn3	qvrt	
爪	ṭ	av	1	ṭavˊ	tjav1	ṭáv	
爫	ṭ	av	1	ṭavˊ	tjav1	ṭáv	!
爬	b	a	0	baˋ	ba0	bà	
爭	ṭ	rg	0	ṭrgˋ	tjrg0	ṭr̀g	
爭	ṭ	ag	0	ṭagˋ	tjag0	ṭàg	
爭	ṭ	rg	2	ṭrgˉ	tjrg2	ṭrg	
爭	ṭ	ag	2	ṭagˉ	tjag2	ṭag	
爭	ṭx	ag	0	ṭxagˋ	txjag0	ṭxàg	
爮	b	av	0	bavˋ	bav0	bàv	!
爯	ṭx	ig	0	ṭxigˋ	txjig0	ṭxìg	
爰		un	0	unˋ	un0	ùn	
爰		yn	0	ynˋ	yn0	ỳn	
爲	v	i	0	viˋ	vi0	vì	
爲	v	i	2	viˉ	vi2	vi	
爳	v	i	0	viˋ	vi0	vì	!
爴	f	og	3	fogˈ	fog3	fok	!
爵	ŧ	ơg	3	ŧơgˈ	tseog3	ŧơk	
父	w	u	2	wuˉ	wu2	wu	
父	f	u	1	fuˊ	fu1	fú	
爸	p	a	0	paˋ	pa0	pà	
爸	bh	a	0	bhaˋ	bha0	bhà	
爹	t	e	0	teˋ	te0	tè	
爺	j	e	0	jeˋ	je0	jè	!
爺	qj	e	0	qjeˋ	qje0	qjè	!
爺	qj	e	1	qjeˊ	qje1	qjé	!
爻	g	av	0	gavˋ	gav0	gàv	
爼	ṭ	o	1	ṭoˊ	tjo1	ṭó	!
爽	ṣ	og	1	ṣogˊ	sjog1	ṣóg	
爾	ṇ	i	1	ṇiˊ	nji1	ṇí	
爿	b	an	2	banˉ	ban2	ban	!
爿	ḍ	ơg	0	ḍơgˋ	djeog0	ḍờg	!
牀	ḍ	og	0	ḍogˋ	djog0	ḍòg	
牁	q	o	0	qoˋ	qo0	qò	
牁	k	o	0	koˋ	ko0	kò	
牂	ṭ	og	0	ṭogˋ	tjog0	ṭòg	!
牃	d	im	3	dimˈ	dim3	dip	
牄	ŧx	ơg	0	ŧxơgˋ	tsxeog0	ŧxờg	
牅	j	ug	0	jugˋ	jug0	jùg	!
牆	đ	ơg	0	đơgˋ	dzeog0	đờg	
片	px	in	2	pxinˉ	pxin2	pxin	
片	px	in	1	pxinˊ	pxin1	pxín	
版	p	an	1	panˊ	pan1	pán	
牉	px	un	2	pxunˉ	pxun2	pxun	
牊	ḍ	iv	0	ḍivˋ	djiv0	ḍìv	!
牋	ŧ	in	0	ŧinˋ	tsin0	ŧìn	
牌	b	aj	0	bajˋ	baj0	bàj	
牌	px	aj	1	pxajˊ	pxaj1	pxáj	
牎	ṭx	ơg	0	ṭxơgˋ	txjeog0	ṭxờg	
牏		y	0	yˋ	y0	ỳ	
牏	d	rv	0	drvˋ	drv0	dr̀v	
牐	ḍ	am	3	ḍamˈ	djam3	ḍap	
牑	p	in	0	pinˋ	pin0	pìn	
牒	d	im	3	dimˈ	dim3	dip	
牓	p	og	1	pogˊ	pog1	póg	
牔	p	og	3	pogˈ	pog3	pok	!
牕	ṭx	ơg	0	ṭxơgˋ	txjeog0	ṭxờg	!
牖	j	rv	1	jrvˊ	jrv1	jŕv	
牗	j	rv	1	jrvˊ	jrv1	jŕv	!
牘	d	ug	3	dugˈ	dug3	duk	
牙	g	a	0	gaˋ	ga0	gà	
牙	qg	a	1	qgaˊ	qga1	qgá	
牚	ṭx	ag	0	ṭxagˋ	txjag0	ṭxàg	
牛	g	rv	0	grvˋ	grv0	gr̀v	
牛	qg	rv	1	qgrvˊ	qgrv1	qgŕv	
牝	b	rn	1	brnˊ	brn1	bŕn	
牞	kx	rv	0	kxrvˋ	kxrv0	kxr̀v	!
牟	m	rv	0	mrvˋ	mrv0	mr̀v	
牠	tx	a	0	txaˋ	txa0	txà	!
牠	tx	o	0	txoˋ	txo0	txò	!
牡	m	av	1	mavˊ	mav1	máv	
牡	m	rv	1	mrvˊ	mrv1	mŕv	
牢	l	ov	0	lovˋ	lov0	lòv	
牢	l	ov	2	lovˉ	lov2	lov	
牣	ṇ	rn	2	ṇrnˉ	njrn2	ṇrn	
牤	qm	og	0	qmogˋ	qmog0	qmòg	!
牤	m	og	0	mogˋ	mog0	mòg	!
牥	f	og	0	fogˋ	fog0	fòg	
牦	m	ov	0	movˋ	mov0	mòv	!
牦	l	ej	0	lejˋ	lej0	lèj	!
牧	m	ug	3	mugˈ	mug3	muk	
牨	k	og	0	kogˋ	kog0	kòg	
物	m	rn	3	mrnˈ	mrn3	mrt	
牪		yn	2	ynˉ	yn2	yn	!
牫	k	o	0	koˋ	ko0	kò	!
牬	p	uj	2	pujˉ	puj2	puj	!
牭	s	i	2	siˉ	si2	si	
牮	ṭ	in	2	ṭinˉ	tjin2	ṭin	!
牯	k	u	1	kuˊ	ku1	kú	
牰	j	rv	2	jrvˉ	jrv2	jrv	
牱	q	o	0	qoˋ	qo0	qò	!
牲	ṣ	rg	0	ṣrgˋ	sjrg0	ṣr̀g	
牲	ṣ	ag	0	ṣagˋ	sjag0	ṣàg	
牳	m	rv	1	mrvˊ	mrv1	mŕv	!
牴	t	rj	1	trjˊ	trj1	tŕj	
牶	x	yn	2	xynˉ	xyn2	xyn	!
牷	đ	yn	0	đynˋ	dzyn0	đỳn	
牸	đ	i	2	điˉ	dzi2	đi	
特	d	rg	3	drgˈ	drg3	drk	
牻	m	og	0	mogˋ	mog0	mòg	
牼	x	rg	0	xrgˋ	xrg0	xr̀g	
牽	x	in	0	xinˋ	xin0	xìn	
牾	g		1	gˊ	g1	ǵ	!
牿	k	ug	3	kugˈ	kug3	kuk	
犀	s	rj	0	srjˋ	srj0	sr̀j	
犁	l	rj	0	lrjˋ	lrj0	lr̀j	
犂	l	rj	0	lrjˋ	lrj0	lr̀j	
犃	b	rv	2	brvˉ	brv2	brv	
犄	k	i	0	kiˋ	ki0	kì	
犄	q	i	1	qiˊ	qi1	qí	
犅	k	og	0	kogˋ	kog0	kòg	
犆	d	rn	3	drnˈ	drn3	drt	
犆	d	rg	3	drgˈ	drg3	drk	
犆	ḍ	ig	3	ḍigˈ	djig3	ḍik	
犇	p	rn	0	prnˋ	prn0	pr̀n	
犈	c	yn	0	cynˋ	cyn0	cỳn	
犉	ẓ	on	0	ẓonˋ	zjon0	ẓòn	
犋	c	ơj	2	cơjˉ	ceoj2	cơj	!
犌	k	a	0	kaˋ	ka0	kà	
犍	k	in	0	kinˋ	kin0	kìn	
犍	c	in	0	cinˋ	cin0	cìn	
犎	f	ug	0	fugˋ	fug0	fùg	
犏	px	in	0	pxinˋ	pxin0	pxìn	!
犐	xv	o	0	xvoˋ	xvo0	xvò	
犑	kv	ig	3	kvigˈ	kvig3	kvik	
犒	x	ov	2	xovˉ	xov2	xov	
犓	ṭx	o	0	ṭxoˋ	txjo0	ṭxò	
犔	x	i	2	xiˉ	xi2	xi	
犕	b	i	2	biˉ	bi2	bi	
犖	ql	og	3	qlogˈ	qlog3	qlok	
犖	l	og	3	logˈ	log3	lok	
犗	k	aj	2	kajˉ	kaj2	kaj	
犘	m	a	0	maˋ	ma0	mà	
犙	s	am	0	samˋ	sam0	sàm	
犚	qv	i	2	qviˉ	qvi2	qvi	
犛	m	ov	0	movˋ	mov0	mòv	
犛	l	i	0	liˋ	li0	lì	
犜	t	on	0	tonˋ	ton0	tòn	!
犝	d	ug	0	dugˋ	dug0	dùg	
犞	c	iv	0	civˋ	civ0	cìv	!
犟	c	ơg	2	cơgˉ	ceog2	cơg	!
犠		i	2	iˉ	i2	i	!
犡	l	rj	2	lrjˉ	lrj2	lrj	
犢	d	ug	3	dugˈ	dug3	duk	
犣	l	im	3	limˈ	lim3	lip	
犤	p	i	0	piˋ	pi0	pì	
犥	px	iv	0	pxivˋ	pxiv0	pxìv	
犦	b	og	3	bogˈ	bog3	bok	
犦	p	av	2	pavˉ	pav2	pav	
犧	x	i	0	xiˋ	xi0	xì	
犨	ḍ	rv	0	ḍrvˋ	djrv0	ḍr̀v	
犨	ṭx	rv	0	ṭxrvˋ	txjrv0	ṭxr̀v	
犩	g	rj	0	grjˋ	grj0	gr̀j	
犪	cv	i	0	cviˋ	cvi0	cvì	
犫	ṭx	rv	0	ṭxrvˋ	txjrv0	ṭxr̀v	
犫	ḍ	rv	0	ḍrvˋ	djrv0	ḍr̀v	
犬	x	yn	1	xynˊ	xyn1	xýn	
犮	b	rn	3	brnˈ	brn3	brt	
犯	w	an	2	wanˉ	wan2	wan	
犯	f	an	1	fanˊ	fan1	fán	
犯	w	rn	2	wrnˉ	wrn2	wrn	
犰	c	rv	0	crvˋ	crv0	cr̀v	
犱	k	ig	3	kigˈ	kig3	kik	!
犲	ḍ	aj	0	ḍajˋ	djaj0	ḍàj	!
犳	ṭ	ơg	3	ṭơgˈ	tjeog3	ṭơk	
犴	g	on	2	gonˉ	gon2	gon	
犴	h	on	2	honˉ	hon2	hon	
犴	h	on	0	honˋ	hon0	hòn	
犵	x	rn	3	xrnˈ	xrn3	xrt	!
犺	kx	og	2	kxogˉ	kxog2	kxog	
犻	b	un	3	bunˈ	bun3	but	!
犼	x	rv	2	xrvˉ	xrv2	xrv	!
犽	g	a	2	gaˉ	ga2	ga	
犾	g	rn	0	grnˋ	grn0	gr̀n	!
犿	xv	un	0	xvunˋ	xvun0	xvùn	
犿	xv	an	0	xvanˋ	xvan0	xvàn	
狀	ḍ	og	2	ḍogˉ	djog2	ḍog	
狀	ṭ	og	1	ṭogˊ	tjog1	ṭóg	
狁	v	rn	1	vrnˊ	vrn1	vŕn	
狂	c	og	0	cogˋ	cog0	còg	
狂	cv	og	0	cvogˋ	cvog0	cvòg	
狃	qn	rv	1	qnrvˊ	qnrv1	qnŕv	
狄	d	ig	3	digˈ	dig3	dik	
狄	tx	ig	3	txigˈ	txig3	txik	
狅	c	og	0	cogˋ	cog0	còg	!
狆	ṭ	ug	0	ṭugˋ	tjug0	ṭùg	!
狇	m	ug	3	mugˈ	mug3	muk	!
狉	px	ej	0	pxejˋ	pxej0	pxèj	!
狊	kv	ig	3	kvigˈ	kvig3	kvik	
狋	g	i	0	giˋ	gi0	gì	
狋	g	rn	0	grnˋ	grn0	gr̀n	
狌	ṣ	ig	0	ṣigˋ	sjig0	ṣìg	
狌	ṣ	rg	0	ṣrgˋ	sjrg0	ṣr̀g	
狍	b	av	0	bavˋ	bav0	bàv	
狎	h	am	3	hamˈ	ham3	hap	
狏	d	o	0	doˋ	do0	dò	!
狐	h	u	0	huˋ	hu0	hù	
狑	l	ig	0	ligˋ	lig0	lìg	
狒	f	rj	2	frjˉ	frj2	frj	
狒	w	i	2	wiˉ	wi2	wi	
狒	f	rn	3	frnˈ	frn3	frt	
狓	px	i	0	pxiˋ	pxi0	pxì	
狔	n	i	1	niˊ	ni1	ní	
狕	qm	a	0	qmaˋ	qma0	qmà	
狖	j	rv	2	jrvˉ	jrv2	jrv	
狗	k	rv	1	krvˊ	krv1	kŕv	
狘	x	yn	3	xynˈ	xyn3	xyt	
狙	ŧ	y	0	ŧyˋ	tsy0	ŧỳ	
狚	t	an	2	tanˉ	tan2	tan	
狛	p	ag	3	pagˈ	pag3	pak	!
狜	k	u	1	kuˊ	ku1	kú	!
狟	h	un	0	hunˋ	hun0	hùn	
狠	x	rn	1	xrnˊ	xrn1	xŕn	!
狡	k	av	1	kavˊ	kav1	káv	
狢	h	og	3	hogˈ	hog3	hok	
狣	ḍ	iv	2	ḍivˉ	djiv2	ḍiv	
狤	k	rn	3	krnˈ	krn3	krt	
狥	ṣ	on	0	ṣonˋ	sjon0	ṣòn	!
狥	ẓ	on	2	ẓonˉ	zjon2	ẓon	!
狥	ḍ	on	0	ḍonˋ	djon0	ḍòn	!
狦	ṣ	an	0	ṣanˋ	sjan0	ṣàn	
狧	t	an	3	tanˈ	tan3	tat	
狨	ṇ	ug	0	ṇugˋ	njug0	ṇùg	
狩	ṣ	rv	2	ṣrvˉ	sjrv2	ṣrv	
狩	ṣ	rv	1	ṣrvˊ	sjrv1	ṣŕv	
狪	d	ug	0	dugˋ	dug0	dùg	!
狫	l	ov	1	lovˊ	lov1	lóv	!
狰	ṭ	rg	0	ṭrgˋ	tjrg0	ṭr̀g	!
狰	ṭ	ag	0	ṭagˋ	tjag0	ṭàg	!
狳		y	0	yˋ	y0	ỳ	
狴	b	rj	2	brjˉ	brj2	brj	
狵	m	og	0	mogˋ	mog0	mòg	
狶	x	ej	0	xejˋ	xej0	xèj	!
狷	k	yn	2	kynˉ	kyn2	kyn	
狷	k	yn	0	kynˋ	kyn0	kỳn	
狸	l	i	0	liˋ	li0	lì	
狸	ql	i	1	qliˊ	qli1	qlí	
狹	h	am	3	hamˈ	ham3	hap	
狹	x	am	3	xamˈ	xam3	xap	
狹	h	rm	3	hrmˈ	hrm3	hrp	
狹	c	im	3	cimˈ	cim3	cip	
狺	g	rn	0	grnˋ	grn0	gr̀n	
狻	s	yn	0	synˋ	syn0	sỳn	
狼	l	og	0	logˋ	log0	lòg	
狼	ql	og	1	qlogˊ	qlog1	qlóg	
狽	p	uj	2	pujˉ	puj2	puj	
狾	ṭ	rj	2	ṭrjˉ	tjrj2	ṭrj	
狿		in	0	inˋ	in0	ìn	
猀	ṣ	a	0	ṣaˋ	sja0	ṣà	!
猁	l	ej	2	lejˉ	lej2	lej	!
猂	h	on	1	honˊ	hon1	hón	!
猂	h	on	2	honˉ	hon2	hon	!
猄	k	eg	0	kegˋ	keg0	kèg	!
猅	b	aj	0	bajˋ	baj0	bàj	!
猆	f	i	0	fiˋ	fi0	fì	
猇	x	av	0	xavˋ	xav0	xàv	
猈	b	a	2	baˉ	ba2	ba	
猉	c	ej	0	cejˋ	cej0	cèj	!
猊	g	rj	0	grjˋ	grj0	gr̀j	
猋	p	iv	0	pivˋ	piv0	pìv	
猌	g	rn	2	grnˉ	grn2	grn	
猍	l	oj	0	lojˋ	loj0	lòj	
猏	k	in	0	kinˋ	kin0	kìn	
猐	k	ơg	0	kơgˋ	keog0	kờg	
猑	kxv	rn	0	kxvrnˋ	kxvrn0	kxvr̀n	
猒	q	im	2	qimˉ	qim2	qim	
猒	q	an	3	qanˈ	qan3	qat	
猓	kv	o	1	kvoˊ	kvo1	kvó	
猔	ṭ	ug	2	ṭugˉ	tjug2	ṭug	!
猖	ṭx	ơg	0	ṭxơgˋ	txjeog0	ṭxờg	
猗	q	i	0	qiˋ	qi0	qì	
猗	q	i	1	qiˊ	qi1	qí	
猘	ṭ	rj	2	ṭrjˉ	tjrj2	ṭrj	
猙	ŧ	rg	0	ŧrgˋ	tsrg0	ŧr̀g	
猙	ŧ	ag	0	ŧagˋ	tsag0	ŧàg	
猚	g	aj	0	gajˋ	gaj0	gàj	
猛	m	ag	1	magˊ	mag1	mág	
猜	ŧx	aj	0	ŧxajˋ	tsxaj0	ŧxàj	
猝	ŧx	yn	3	ŧxynˈ	tsxyn3	ŧxyt	
猞	ṣ	e	2	ṣeˉ	sje2	ṣe	!
猟	l	im	3	limˈ	lim3	lip	!
猠	t	in	1	tinˊ	tin1	tín	!
猢	h	u	0	huˋ	hu0	hù	
猣	ŧ	ug	0	ŧugˋ	tsug0	ŧùg	
猤	kv	i	2	kviˉ	kvi2	kvi	
猥	qv	i	1	qviˊ	qvi1	qví	
猥	q	uj	0	qujˋ	quj0	qùj	
猦	f	ug	0	fugˋ	fug0	fùg	
猧	qv	o	0	qvoˋ	qvo0	qvò	!
猨		yn	0	ynˋ	yn0	ỳn	
猩	s	ig	0	sigˋ	sig0	sìg	
猪	ṭ	y	0	ṭyˋ	tjy0	ṭỳ	
猫	qm	av	0	qmavˋ	qmav0	qmàv	
猬	v	i	2	viˉ	vi2	vi	!
猭	ṭx	yn	0	ṭxynˋ	txjyn0	ṭxỳn	
猯	tx	on	0	txonˋ	txon0	txòn	!
猰	q	an	3	qanˈ	qan3	qat	
猰	qj	ag	3	qjagˈ	qjag3	qjak	
猱	n	av	0	navˋ	nav0	nàv	
猲	x	in	3	xinˈ	xin3	xit	
猲	x	on	3	xonˈ	xon3	xot	
猳	k	a	0	kaˋ	ka0	kà	
猴	h	rv	0	hrvˋ	hrv0	hr̀v	
猵	p	in	0	pinˋ	pin0	pìn	
猶	j	rv	0	jrvˋ	jrv0	jr̀v	
猷	j	rv	0	jrvˋ	jrv0	jr̀v	
猸	m	ej	0	mejˋ	mej0	mèj	!
猹	ṭ	a	0	ṭaˋ	tja0	ṭà	!
猺		iv	0	ivˋ	iv0	ìv	
猻	s	yn	0	synˋ	syn0	sỳn	
猼	p	og	3	pogˈ	pog3	pok	
猼	px	og	3	pxogˈ	pxog3	pxok	
猽	m	ig	0	migˋ	mig0	mìg	
猾	hv	an	3	hvanˈ	hvan3	hvat	
猿		yn	0	ynˋ	yn0	ỳn	
獀	ṣ	rv	0	ṣrvˋ	sjrv0	ṣr̀v	
獀	ṣ	rv	1	ṣrvˊ	sjrv1	ṣŕv	
獁	m	a	1	maˊ	ma1	má	!
獁	m	a	2	maˉ	ma2	ma	!
獂	g	un	0	gunˋ	gun0	gùn	
獂	g	yn	0	gynˋ	gyn0	gỳn	
獃	g	oj	0	gojˋ	goj0	gòj	
獃	t	aj	0	tajˋ	taj0	tàj	
獄	gj	ug	3	gjugˈ	gjug3	gjuk	
獅	ṣ	i	0	ṣiˋ	sji0	ṣì	
獆	h	ov	0	hovˋ	hov0	hòv	!
獇	k	ơg	0	kơgˋ	keog0	kờg	!
獈		ig	3	igˈ	ig3	ik	!
獉	ṭ	on	0	ṭonˋ	tjon0	ṭòn	!
獊	ṭx	og	0	ṭxogˋ	txjog0	ṭxòg	!
獋	h	ov	0	hovˋ	hov0	hòv	
獌	m	an	2	manˉ	man2	man	
獍	k	ig	2	kigˉ	kig2	kig	
獎	ŧ	ơg	1	ŧơgˊ	tseog1	ŧớg	
獏	m	og	3	mogˈ	mog3	mok	!
獐	ṭ	ơg	0	ṭơgˋ	tjeog0	ṭờg	
獑	ḍ	am	0	ḍamˋ	djam0	ḍàm	
獒	g	ov	0	govˋ	gov0	gòv	
獓	g	ov	0	govˋ	gov0	gòv	!
獔	h	ov	0	hovˋ	hov0	hòv	!
獕	ṭx	ơj	0	ṭxơjˋ	txjeoj0	ṭxờj	!
獖	b	rn	2	brnˉ	brn2	brn	
獗	kx	yn	3	kxynˈ	kxyn3	kxyt	!
獘	b	rj	2	brjˉ	brj2	brj	!
獙	b	rj	2	brjˉ	brj2	brj	!
獚	hv	og	0	hvogˋ	hvog0	hvòg	
獛	p	ug	3	pugˈ	pug3	puk	
獜	l	on	0	lonˋ	lon0	lòn	
獝	v	rn	3	vrnˈ	vrn3	vrt	
獞	d	ug	0	dugˋ	dug0	dùg	!
獞	ḍ	og	2	ḍogˉ	djog2	ḍog	!
獟	x	iv	0	xivˋ	xiv0	xìv	
獠	l	iv	0	livˋ	liv0	lìv	
獠	l	ov	1	lovˊ	lov1	lóv	
獡	ṣ	ơg	3	ṣơgˈ	sjeog3	ṣơk	
獢	x	iv	0	xivˋ	xiv0	xìv	
獣	ṣ	rv	2	ṣrvˉ	sjrv2	ṣrv	!
獤	t	on	0	tonˋ	ton0	tòn	!
獥	k	iv	2	kivˉ	kiv2	kiv	
獦	k	on	3	konˈ	kon3	kot	
獧	k	yn	2	kynˉ	kyn2	kyn	
獧	k	yn	0	kynˋ	kyn0	kỳn	
獨	d	ug	3	dugˈ	dug3	duk	
獩	qv	i	2	qviˉ	qvi2	qvi	
獪	kx	uj	1	kxujˊ	kxuj1	kxúj	
獫	x	im	1	ximˊ	xim1	xím	
獬	h	aj	1	hajˊ	haj1	háj	
獮	s	in	1	sinˊ	sin1	sín	
獯	xv	rn	0	xvrnˋ	xvrn0	xvr̀n	
獰	n	ig	0	nigˋ	nig0	nìg	
獱	p	rn	0	prnˋ	prn0	pr̀n	
獱	p	in	0	pinˋ	pin0	pìn	
獲	hv	og	3	hvogˈ	hvog3	hvok	
獳	n	rv	2	nrvˉ	nrv2	nrv	
獴	m	ug	0	mugˋ	mug0	mùg	!
