character	initial	final	tone	mc
爖	l	ug	0	
爗	h	im	3	iep
爘	ṯ	an	0	
爙	j	og	1	
爚	j	og	3	jak,sjak
爛	l	an	2	lan2
爜	ḑ	ug	0	
爝	ţ	wg	3	ţieu2,ţiak,ḑiak
爝	ţ	iv	2	ţieu2,ţiak,ḑiak
爞	d	ug	0	driug0,duug0
爞	dj	ug	0	driug0,duug0
爟	k	un	2	kuan2
爠	c	y	0	
爡	ṯ	in	3	
爢	m	ej	0	
爣	ŧ	og	1	ŧag1
爤	l	an	2	lan2
爥	ţ	ug	3	
爦	l	am	1	
爧	l	ig	0	leg0
爨	ṯ	yn	2	ṯuan2
爩	qv	rn	3	qyot
爪	tj	av	1	ţrau1
爫	ţ	av	1	
爬	b	a	0	bra0
爭	tj	rg	0	ţreg0
爭	tj	ag	0	ţreg0
爭	tj	rg	2	ţreg0
爭	tj	ag	2	ţreg0
爭	ŧj	ag	0	ţreg0
爮	b	av	0	
爯	ŧj	ig	0	ṯjig0
爰	hv	un	0	yan0
爰	h	yn	0	yan0
爲	hv	i	0	ye0,ye2
爲	hv	i	2	ye0,ye2
爳	v	i	0	
爴	pv	og	3	
爵	ţ	wg	3	ţiak
父	bv	u	2	pyo1,byo1
父	pv	u	1	pyo1,byo1
爸	p	a	0	bua1
爸	bh	a	0	bua1
爹	t	e	0	tria0,da1
爺	j	e	0	
爻	g	av	0	xrau0
爼	ţ	o	1	
爽	sj	og	1	sriag1
爾	nj	i	1	nje1
爿	b	an	2	
爿	ḑ	wg	0	
牀	dj	og	0	ḑriag0
牁	x	o	0	ka0
牁	k	o	0	ka0
牂	ţ	og	0	
牃	d	im	3	dep
牄	ṯ	wg	0	ṯiag0
牅	j	ug	0	
牆	ḑ	wg	0	ḑiag0
片	ꝑ	in	2	ꝑen2
片	ꝑ	in	1	ꝑen2
版	p	an	1	pran1
牉	ꝑ	un	2	ꝑuan2
牊	ḑ	iv	0	
牋	ţ	in	0	ţen0
牌	b	aj	0	bre0,brai0
牌	ꝑ	aj	1	bre0,brai0
牎	ŧj	wg	0	ṯrug0
牏		y	0	jyo0,du0,dryo2
牏	d	rv	0	jyo0,du0,dryo2
牐	dj	am	3	ḑrep
牑	p	in	0	pen0
牒	d	im	3	dep
牓	p	og	1	pag1
牔	p	og	3	
牕	ṯ	wg	0	
牖	j	rv	1	ju1
牗	j	rv	1	
牘	d	ug	3	duk
牙	g	a	0	gra0
牚	ŧj	ag	0	ŧrag2
牛	g	rv	0	giu0
牝	b	rn	1	bjii1,bjin1
牞	ꝁ	rv	0	
牟	m	rv	0	miu0
牠	ŧ	a	0	
牠	ŧ	o	0	
牡	m	av	1	mu1
牡	m	rv	1	mu1
牢	l	ov	0	lau0
牢	l	ov	2	lau0
牣	nj	rn	2	njin2
牤	qm	og	0	
牤	m	og	0	
牥	pv	og	0	pyag0
牦	m	ov	0	
牦	l	ej	0	
牧	m	ug	3	miuk
牨	k	og	0	kag0
物	m	rn	3	myot
牪		yn	2	
牫	k	o	0	
牬	p	uj	2	
牭	s	i	2	sii2
牮	ţ	in	2	
牯	k	u	1	ko1
牰	j	rv	2	ziu2,ju2
牱	q	o	0	
牲	sj	rg	0	srieg0
牲	sj	ag	0	srieg0
牳	m	rv	1	
牴	t	rj	1	te1
牶	x	yn	2	
牷	ḑ	yn	0	ḑyen0
牸	ḑ	i	2	ḑi2
特	d	rg	3	dok
牻	m	og	0	mrug0
牼	ꝁ	rg	0	ꝁreg0,xreg0
牽	ꝁ	in	0	ꝁen0,ꝁen2
牾	g		1	
牿	k	ug	3	kuuk
犀	s	rj	0	se0
犁	l	rj	0	le0
犂	l	rj	0	lii0
犃	b	rv	2	bu1
犄	k	i	0	qie0
犄	q	i	1	qie0
犅	k	og	0	kag0
犆	d	rn	3	drik
犆	d	rg	3	drik
犆	dj	ig	3	drik
犇	p	rn	0	puon0
犈	c	yn	0	ţyen0,kyen2
犉	zj	on	0	njyn0
犋	c	y	2	
犌	k	a	0	kra0
犍	k	in	0	kian0,ţien0
犍	c	in	0	kian0,ţien0
犎	pv	ug	0	pyug0
犏	ꝑ	in	0	
犐	ꝁv	o	0	ꝁua0
犑	kv	ig	3	kuek
犒	ꝁ	ov	2	ꝁau2
犓	ŧj	o	0	ṯryo0
犔	x	i	2	xioi2
犕	b	i	2	bii2
犖	ql	og	3	lruk
犖	l	og	3	lruk
犗	k	aj	2	krad0
犘	m	a	0	mra0
犙	s	am	0	sriu0,sry0,som0
犚	qv	i	2	qyoi2
犛	m	ov	0	li0,lai0,mrau0
犛	l	i	0	li0,lai0,mrau0
犜	t	on	0	
犝	d	ug	0	dug0
犞	c	iv	0	
犟	c	wg	2	
犡	l	rj	2	lied0,lad0
犢	d	ug	3	duk
犣	l	im	3	liep
犤	p	i	0	bie0,bre0
犥	ꝑ	iv	0	ꝑjeu0,ꝑjeu1
犦	b	og	3	puuk,bruk
犦	p	av	2	puuk,bruk
犧	x	i	0	xie0
犨	dj	rv	0	ṯju0
犨	ŧj	rv	0	ṯju0
犩	g	rj	0	gyoi0,gyoi2
犪	cv	i	0	ţyi0
犫	ŧj	rv	0	ṯju0
犫	dj	rv	0	ṯju0
犬	ꝁ	yn	1	ꝁuen1
犮	b	rn	3	buat
犯	bv	an	2	byam1
犯	pv	an	1	byam1
犯	bv	rn	2	byam1
犰	c	rv	0	ţiu0
犱	k	ig	3	
犲	ḑ	aj	0	
犳	tj	wg	3	ţjak
犴	g	on	2	gan0,gan2
犴	h	on	2	gan0,gan2
犴	h	on	0	gan0,gan2
犵	x	rn	3	
犺	ꝁ	og	2	ꝁag2
犻	b	un	3	
犼	x	rv	2	
犽	g	a	2	gra2
犾	g	rn	0	
犿	xv	un	0	xuan0
犿	xv	an	0	xuan0
狀	dj	og	2	ḑriag2
狀	tj	og	1	ḑriag2
狁	v	rn	1	jyn1
狂	c	og	0	ţyag0,ţyag2
狂	cv	og	0	ţyag0,ţyag2
狃	qn	rv	1	nriu1,nriu2
狄	d	ig	3	dek
狄	ŧ	ig	3	dek
狅	c	og	0	
狆	ţ	ug	0	
狇	m	ug	3	
狉	ꝑ	ej	0	
狊	kv	ig	3	kuek,xuek
狋	g	i	0	gjii0,ţyen0
狋	g	rn	0	gjii0,ţyen0
狌	sj	ig	0	srieg0
狌	sj	rg	0	srieg0
狍	b	av	0	brau0
狎	h	am	3	xrap
狏	d	o	0	
狐	hv	u	0	xo0
狑	l	ig	0	leg0
狒	pv	i	2	byoi2
狒	bv	i	2	byoi2
狒	pv	rn	3	byoi2
狓	ꝑ	i	0	ꝑie0
狔	n	i	1	nrie1
狕	qm	a	0	qrau1
狖	j	rv	2	ju2
狗	k	rv	1	ku1
狘	x	yn	3	xyat
狙	ţ	wj	0	ṯio0
狚	t	an	2	tan1,tan2,tat
狛	p	ag	3	
狜	k	u	1	
狟	hv	un	0	xuan0
狠	x	rn	1	
狡	k	av	1	krau1
狢	h	og	3	xak
狣	dj	iv	2	drieu1
狤	k	rn	3	kjit,ţit,ket
狥	s	on	0	
狥	z	on	2	
狥	ḑ	on	0	
狦	sj	an	0	sran0,sran2
狧	t	an	3	ŧap
狨	nj	ug	0	njug0
狩	sj	rv	2	sju2
狩	sj	rv	1	sju2
狪	d	ug	0	
狫	l	ov	1	
狰	ţ	rg	0	
狰	ţ	ag	0	
狳		y	0	jo0
狴	b	rj	2	pe0
狵	m	og	0	mrug0
狶	x	ej	0	
狷	k	yn	2	kuen2,kjyen2
狷	k	yn	0	kuen2,kjyen2
狸	l	i	0	li0
狹	h	am	3	xrep
狹	x	am	3	xrep
狹	h	rm	3	xrep
狹	c	im	3	xrep
狺	g	rn	0	gin0,gion0
狻	s	yn	0	suan0
狼	l	og	0	lag0
狽	p	uj	2	pad0
狾	tj	rj	2	ţjed0
狿		in	0	jen0,jen2
猀	s	a	0	
猁	l	ej	2	
猂	h	on	1	
猂	h	on	2	
猄	k	eg	0	
猅	b	aj	0	
猆	pv	i	0	pyoi0
猇	x	av	0	xrau0,xrau0
猈	b	a	2	brai0,bre1
猉	c	ej	0	
猊	g	rj	0	ge0
猋	p	iv	0	pjeu0
猌	g	rn	2	gin2
猍	l	oj	0	lai0
猏	k	in	0	ken0
猐	k	wg	0	ꝁiag0
猑	ꝁv	rn	0	kuon0
猒	q	im	2	qjem0,qjem2
猒	q	an	3	qjem0,qjem2
猓	kv	o	1	kua1
猔	ţ	ug	2	
猖	ŧj	wg	0	ṯjag0
猗	q	i	0	qie0,qie1
猗	q	i	1	qie0,qie1
猘	tj	rj	2	kied0
猙	ţ	rg	0	ţreg0,ḑieg1
猙	ţ	ag	0	ţreg0,ḑieg1
猚	g	aj	0	gre0,lyi1
猛	m	ag	1	mrag1
猜	ṯ	aj	0	ṯai0
猝	ṯ	yn	3	ṯuot
猞	s	e	2	
猠	t	in	1	
猢	hv	u	0	xo0
猣	ţ	ug	0	ţug0,ţug1
猤	kv	i	2	ţjyi2
猥	qv	i	1	quai1
猥	qv	uj	0	quai1
猦	pv	ug	0	piug0
猧	qv	o	0	
猨	h	yn	0	yan0
猩	s	ig	0	srieg0,seg0
猪	tj	y	0	trio0
猬	v	i	2	
猭	ŧj	yn	0	ŧryen0,ŧryen2
猯	ŧ	on	0	
猰	ꝁ	an	3	qret,krat,ꝁet
猰	ꝁj	ag	3	qret,krat,ꝁet
猱	n	av	0	nau0,nriu2
猲	x	in	3	xiat,xat,ꝁyap
猲	x	on	3	xiat,xat,ꝁyap
猳	k	a	0	kra0
猴	h	rv	0	xu0
猵	p	in	0	pen0,bjin1
猶	j	rv	0	ju0,kiu2,ju2
猷	j	rv	0	ju0
猸	m	ej	0	
猹	ţ	a	0	
猺		iv	0	jeu0
猻	s	yn	0	suon0
猼	p	og	3	pak
猼	ꝑ	og	3	pak
猽	m	ig	0	meg0
猾	hv	an	3	xruet
猿	h	yn	0	yan0
獀	sj	rv	0	sriu0
獀	sj	rv	1	sriu0
獁	m	a	1	
獁	m	a	2	
獂	gv	un	0	gyan0
獂	g	yn	0	gyan0
獃	g	oj	0	gai0
獃	t	aj	0	gai0
獄	gj	ug	3	gyuk
獅	sj	i	0	srii0
獆	h	ov	0	
獇	k	wg	0	
獈		ig	3	
獉	ţ	on	0	
獊	ṯ	og	0	
獋	h	ov	0	xau0
獌	m	an	2	mran0,myan2,muan2
獍	k	ig	2	kieg2
獎	ţ	wg	1	ţiag1
獏	m	og	3	
獐	tj	wg	0	ţjag0
獑	dj	am	0	ḑrem0,ḑram0
獒	g	ov	0	gau0
獓	g	ov	0	
獔	h	ov	0	
獕	ṯ	wj	0	
獖	b	rn	2	buon1
獗	ꝁ	yn	3	
獘	b	rj	2	
獙	b	rj	2	
獚	hv	og	0	xuag0
獛	p	ug	3	puk
獜	l	on	0	lin0,leg0
獝	v	rn	3	xjyt
獞	d	ug	0	
獞	ḑ	og	2	
獟	x	iv	0	geu2
獠	l	iv	0	leu0,trau1,lau1
獠	l	ov	1	leu0,trau1,lau1
獡	sj	wg	3	sjak
獢	x	iv	0	xieu0
獤	t	on	0	
獥	k	iv	2	keu2,kek,xek
獦	k	on	3	kat,liep
獧	k	yn	2	kuen2
獧	k	yn	0	kuen2
獨	d	ug	3	duk
獩	qv	i	2	qyad0
獪	ꝁ	uj	1	kuad0,kruad0
獫	x	im	1	liem0,liem1,xiem1,liem2
獬	h	aj	1	xre1
獮	s	in	1	sien1
獯	xv	rn	0	xyon0
獰	n	ig	0	nrag0
獱	p	rn	0	bjin0
獱	p	in	0	bjin0
獲	hv	og	3	xruek
獳	n	rv	2	njyo0,nu0
獴	m	ug	0	
獵	l	im	3	liep
獶	n	av	0	qiu0
獶	n	ov	0	qiu0
獷	kv	og	1	kyag1,kruag1
獷	ꝁv	og	2	kyag1,kruag1
獸	sj	rv	2	sju2
獹	l	ov	0	lo0
獺	ŧj	an	3	ŧat,ŧrat
獻	x	in	2	sa0,xian2
獼	m	i	0	mje0
獼	n	i	0	mje0
獽	nj	wg	0	njag0
獾	xv	un	0	xuan0
獿	n	av	0	nau0,nrau1
獿	n	ov	0	nau0,nrau1
玀	l	o	0	
玁	x	im	1	xiem1
玂	c	i	0	ţioi0
玃	xv	og	3	kyak
玄	h	yn	0	xuen0
玅	m	iv	2	mjeu2
玆	tj	i	0	xuen0
玆	h	yn	0	xuen0
率	sj	on	3	sryi2,sryt
率	l	on	3	sryi2,sryt
玈	l	ov	0	lo0
玉	gj	ug	3	gyuk
玊	s	ug	3	siuk,syuk
王	hv	og	0	yag0,yag2
王	qv	og	1	yag0,yag2
王	hv	og	2	yag0,yag2
玌	c	rv	0	
玍	k	a	1	
玍	k	an	3	
玎	t	ig	0	treg0,teg0
玏	l	rg	3	lok
玐	p	an	3	pret
玒	k	ug	0	kug0,krug0
玓	t	ig	3	tek
玔	ṯ	yn	2	
玔	ṯ	yn	0	
玕	k	on	0	kan0
玖	k	rv	1	kiu1
玗	q	y	0	yo0
玘	ꝁ	i	1	ꝁi1
玜	k	ug	0	
玝	g		1	
玞	pv	u	0	pyo0
玟	m	rn	0	
玠	k	aj	2	krai2
玡	g	a	0	
玡	j	e	0	
玢	p	rn	0	pin0
玢	pv	rn	0	pin0
玣	b	in	2	
玤	p	ug	1	brug1
玥	g	yn	3	gyat
玦	ꝁ	yn	3	kuet
玧	m	un	0	jyn1
玨	k	og	3	
玩	gv	un	2	guan2
玩	qgv	an	1	guan2
玩	gv	an	0	guan2
玪	k	am	0	krem0
玫	m	uj	0	muai0
玬	ŧ	an	1	
玭	b	rn	0	bjin0,ben0
玭	b	in	0	bjin0,ben0
玲	l	ig	0	leg0
玳	d	oj	2	
玴	j	rj	2	
玵	g	rm	0	
玶	b	ig	0	
玷	t	im	2	tem1
玸	bhv	u	0	byo0
玹	h	yn	0	xuen0,xuen2
玻	p	o	0	ꝑua0
玼	ṯ	i	0	ḑie0,ṯie1,ṯe1
玼	ṯ	i	1	ḑie0,ṯie1,ṯe1
玽	k	rv	1	ku1
玾	k	am	3	krap
玿	zj	iv	0	ḑjeu0
珀	ꝑ	ag	3	ꝑrak
珁	ḑ	i	0	
珂	ꝁ	o	0	ꝁa0
珃		im	1	
珄	sj	rg	0	srieg0
珅	s	rn	0	
珆		i	0	jii0
珇	ţ	ov	1	ţo1
珈	k	a	0	kra0
珉	m	rn	0	min0
珊	s	an	0	san0
珋	l	rv	1	liu1
珌	p	in	3	pjit
珌	p	rn	3	pjit
珍	tj	rn	0	trin0
珎	ţ	rn	0	
珏	k	og	3	kruk
珐	pv	an	3	
珒	ţ	on	0	
珓	k	av	2	krau2
珔	ḑ	in	2	
珕	l	rj	2	lie2,le2
珖	kv	og	0	
珗	s	in	0	
珘	ţ	rv	0	
珙	k	ug	1	kyug0,kyug1
珚	q	in	0	
珛	xj	rv	2	xiu2
珜	j	og	0	
珝	x	wj	1	xyo1
珞	ql	og	3	lak
珟	s	ug	3	
珠	tj	y	0	ţjyo0
珡	c	rm	0	
珢	g	rn	0	gin0,kon0,kon2
珣	s	on	0	syn0
珤	p	ov	1	pau1
珥	n	i	2	nji2
珥	nj	i	1	nji2
珦	x	wg	2	sjag2,xiag2
珧		iv	0	jeu0
珨	h	rm	3	xrep
珩	h	rg	0	xrag0
珪	kv	i	0	kue0
珫	ŧj	ug	0	ṯjug0
珬	s	on	3	syt
班	p	an	0	pran0
珮	ꝑ	uj	2	buai2
珯	l	ov	1	
珱	q	ig	0	
珳	m	rn	0	
珴	g	o	0	
珵	dj	ig	0	drieg0
珶	d	rj	2	
珷	m	ov	1	myo1
珸	g		0	go0
珹	zj	ig	0	ḑjeg0
珺	cv	rn	2	
珻	m	uj	0	
珼	p	uj	2	
珽	d	ig	1	ŧeg1
珽	ŧ	ig	1	ŧeg1
現	h	in	2	xen2
珿	ŧj	ug	3	ṯriuk
琀	x	om	2	xom2
琁	z	yn	0	zyen0
琂	g	in	0	gian0
球	c	rv	0	ţiu0
琄	h	yn	1	xuen1
琅	l	og	0	lag0
理	l	i	1	li1
琇	s	rv	2	ju1,siu2
琈	bhv	rv	0	biu0
琉	l	rv	0	
琊	g	a	0	
琊	j	e	0	
琋	x	ej	0	
琌	l	ig	0	
琍	l	ej	0	
琑	ṯ	iv	2	
琒	pv	ug	0	
琓		yn	0	
琔	d	in	2	
琕	b	rn	0	ben0
琖	tj	an	1	ţren1
琗	ṯ	wj	2	
琘	m	rn	0	
琙	hv	ig	3	yk
琚	k	y	0	kio0
琛	sj	rm	0	ŧrim0
琜	l	oj	0	
琝	m	rn	0	
琞	s	ig	2	
琟	v	i	0	jyi0
琠	ŧ	in	1	ŧen1
琡	ŧj	ug	3	ṯjuk,ţjuk
琢	t	wg	3	truk
琣	p	ug	1	
琤	tj	rg	0	ṯrag0,ṯreg0
琤	tj	ag	0	ṯrag0,ṯreg0
琥	xv	u	1	xo1
琦	c	i	0	ţie0
琦	ꝁ	i	1	ţie0
琧	q	og	3	
琨	ꝁv	rn	0	kuon0
琨	kv	rn	0	kuon0
琩	ŧj	wg	0	ṯjag0
琪	c	i	0	ţi0
琫	p	ug	1	pug1
琬	q	yn	1	qyan1,quan2
琭	l	ug	3	luk
琮	ḑ	ug	0	ḑuug0
琯	k	un	1	kuan1,kuon2
琰		im	1	jem1
琱	t	iv	0	teu0
琲	ꝑ	uj	2	buai1
琳	l	rm	0	lim0
琴	c	rm	0	ţim0
琴	ꝁ	rm	1	ţim0
琵	b	i	0	bjii0
琶	b	a	0	bra0
琶	ꝑ	a	1	bra0
琷	ꝁ	yn	3	
琸	ţ	wg	3	
琹	c	rm	0	
琺	pv	an	3	
琻	ḑ	yn	0	
琽	t	ov	1	
琾	k	aj	2	
琿	hv	rn	0	xuon0
琿	pv	i	0	xuon0
瑀	h	y	1	yo1
瑁	m	ov	2	muai2,mau2,muuk
瑁	m	uj	2	muai2,mau2,muuk
瑂	m	i	0	mii0
瑃	ŧj	on	0	ŧryn0
瑄	s	yn	0	syen0
瑅	d	rj	0	de0
瑆	s	ig	0	
瑇	d	oj	2	dai2,duuk
瑈	nj	rv	0	nju0
瑉	m	rn	0	
瑊	tj	rm	0	ţjim0,krem0
瑋	hv	i	1	yoi1
瑌	nj	yn	1	njyen0,njyen1
瑍		un	2	
瑎	h	aj	0	xrai0
瑏	ṯ	yn	0	
瑐	ţ	in	1	
瑑	zj	yn	2	dryen1
瑒	ŧj	wg	2	jag0,drag1
瑒	d	og	2	jag0,drag1
瑒	j	og	0	jag0,drag1
瑓	l	in	2	
瑔	ḑ	yn	0	
瑕	h	a	0	xra0
瑖	t	yn	2	tuan2
瑗	h	yn	2	yen2
瑘	g	a	0	ja0
瑘	j	e	0	ja0
瑙	n	ov	1	
瑚	hv	u	0	xo0
瑛	q	ig	0	qieg0
瑜		y	0	jyo0
瑝	hv	ag	0	xruag0
瑞	zj	uj	2	ḑjye2
瑟	sj	rn	3	srit
瑠	l	rv	0	liu0
瑡	s	i	0	
瑢	j	ug	0	jyug0
瑣	s	o	1	sua1
瑤		iv	0	jeu0
瑥	qv	rn	0	
瑦	qv	u	1	qo0,qo1
瑧	ţ	on	0	
瑨	ţ	on	2	ţin2
瑩	h	ig	0	yeg0,queg2
瑩	q	ig	1	yeg0,queg2
瑪	m	a	1	
瑫	ŧ	ov	0	ŧau0
瑬	l	rv	0	liu0
瑭	d	og	0	dag0
瑮	l	on	3	lit
瑯	l	og	0	lag0
瑰	kv	i	0	xuai0,kuai0
瑰	kv	i	2	xuai0,kuai0
瑱	ŧ	in	2	trin2,ŧen2
瑱	tj	rn	2	trin2,ŧen2
瑲	ṯ	wg	0	ṯiag0
瑳	ṯ	o	0	ṯa0,ṯa1
瑴	k	og	3	kuk,kruk
瑵	tj	av	1	ţrau1
瑶		iv	0	
瑹	sj	y	0	sjo0
瑺	z	wg	0	
瑻	ꝁv	rn	0	kuon0
瑼	ţ	yn	0	
瑽	ṯ	ug	0	ṯyug0
瑽	ḑ	ug	0	ṯyug0
瑾	k	rn	1	ţin2
瑿	q	i	0	
璀	ṯ	uj	0	ṯuai1
璀	ṯ	uj	1	ṯuai1
璁	ṯ	ug	0	
璂	c	i	0	ţi0
璃	l	i	0	lie0
璄	k	ig	1	qieg1
璅	s	o	1	ţau1
璅	ţ	iv	1	ţau1
璆	c	rv	0	ţiu0,ţy0
璇	z	yn	0	zyen0
璈	g	ov	0	
璉	l	in	1	lien1
璉	l	in	0	lien1
璊	m	un	0	muon0
璋	tj	wg	0	ţjag0
璌	j	rn	0	
璍		im	3	
璏	hv	i	2	yed0,dried0,yat
璐	l	ov	2	lo2
璑	m	ov	0	myo0
璒	t	rg	0	tog0
璓	s	rv	2	
璔	ţ	rg	0	
璕	ḑ	rm	0	
璖	c	y	0	ţio0
璗	d	og	2	dag1
璘	l	on	0	lin0
璙	l	iv	0	leu0,lieu1,leu2
璚	c	ig	0	ţjyeg0
璚	ꝁ	yn	3	ţjyeg0
璛	s	ug	3	siuk
璜	hv	og	0	xuag0
璝	kv	i	0	
璞	ꝑ	og	3	ꝑruk
璟	k	ig	1	qieg1,kyeg1
璠	bhv	an	0	byan0
璡	ţ	on	2	ţin0,ţin2
璡	ţ	on	0	ţin0,ţin2
璢	l	rv	0	
璣	k	i	0	kioi0
璤	v	i	2	
璥	k	ig	1	kieg1
璦	q	oj	2	qai2
璧	p	ig	3	pjek
璧	p	ig	3	pjek
璨	ṯ	an	2	ṯan2
璩	c	y	0	ţio0
璪	ţ	ov	1	ţau1
璫	t	og	0	tag0
璬	k	iv	1	keu1
璭	k	un	1	kuon2
璮	ŧ	an	1	
璯		uj	2	ꝁruad0
環	hv	an	0	xruan0
環	qv	an	1	xruan0
璱	sj	rn	3	srit
璲	z	uj	2	zyi2
璳	d	in	0	
璴	ṯ	o	1	
璵		y	0	jo0
璶	ḑ	on	2	
璷	l	wj	0	lio0
璸	p	rn	0	
璹	zj	rv	2	ḑju1,ḑjuk
璹	zj	ug	3	ḑju1,ḑjuk
璺	m	rn	2	myon2
璻	ţ	wj	1	
璼	l	am	0	
璽	s	aj	1	sie1
璾	ḑ	rj	2	
璿	z	yn	0	zyen0
瓀		yn	1	
瓁	gv	og	3	guak
瓂	ꝁ	oj	2	
瓃	l	uj	0	lyi0,luai0,lyi2
瓄	d	ug	3	duk
瓅	ql	ig	3	lek
瓆	ţ	rn	3	
瓇	j	rv	0	
瓈	l	ej	0	le0
瓉	ţ	an	2	ḑan1
瓊	c	ig	0	ţjyeg0
瓋	ŧ	ig	3	
瓌	kv	i	0	kuai0
瓍	ḑ	wj	0	
瓎	l	an	3	
瓏	l	ug	0	lug0
瓐	l	ov	0	lo0
瓑	l	ig	3	
瓓	l	an	2	
瓔	q	ig	0	qjeg0
瓕	m	ej	0	
瓖	s	wg	0	siag0
瓗	c	ig	0	jye2
瓘	k	un	2	kuan2
瓙	d	ov	2	
瓚	ţ	an	2	
瓛	hv	un	0	xuan0
瓜	kv	a	0	krua0
瓝	b	og	3	bruk
瓞	d	in	3	det
瓟	b	og	3	brau0,bruk
瓠	hv	u	2	xo0,xo2
瓠	hv	u	0	xo0,xo2
瓠	hv	og	3	xo0,xo2
瓡	tj	rm	3	ţjip
瓢	b	iv	0	bjeu0
瓣	bv	an	2	bren2
瓣	pv	an	1	bren2
瓣	b	an	2	bren2
瓤	n	og	0	njag0,nriag0
瓥	l	rj	2	
瓦	g	a	1	grua1,grua2
瓧	z	rm	3	
瓨	k	og	0	
瓩	ṯ	in	0	
瓪	p	an	1	puan1,pran1
瓫	b	un	0	
瓬	pv	og	1	pyag1
瓭	t	om	1	tom1
瓮	q	ug	2	qug2
瓰	pv	rn	0	
瓱	h	ov	0	
瓲	d	yn	0	
瓳	hv	u	0	xo0
瓴	l	ig	0	leg0
瓵		i	0	ji0
瓶	b	ig	0	beg0
瓶	ꝑ	ig	1	beg0
瓷	ḑ	i	0	ḑii0
瓸	p	ag	3	
瓹	k	yn	0	kuen2
瓺	dj	wg	0	driag0,driag2
瓻	ŧj	i	0	ŧrii0
瓼	l	ej	1	
瓽	d	og	2	tag2
瓾	qv	a	0	
瓿	ꝑ	rv	1	byo0,bu1
甀	dj	uj	2	drye0,drye2
甁	b	ig	0	
甂	ꝑ	in	0	pen0
甃	tj	rv	2	ţriu2
甄	xj	rn	0	ţjin0,kjen0
甄	tj	rn	0	ţjin0,kjen0
甅	l	ej	0	
甆	ḑ	i	0	
甇	q	ag	0	
甈	ꝁ	ej	2	ge2,ꝁied0
甉	h	am	0	xram0,xrem1
甊	l	rv	1	lu1
甋	t	ig	3	tek
甌	q	rv	0	qu0
甍	m	rg	0	mreg0
甎	tj	yn	0	ţjyen0
甏	p	og	2	
甏	bx	ag	2	
甏	b	og	2	
甐	l	on	2	lin2
甑	ḑ	rg	2	ţig2
甒	m	ov	1	myo1
甓	ꝑ	ig	3	bek
甔	t	am	0	tom0,tam0,tam2
甕	q	ug	2	qug2
甖	q	ag	0	qreg0
甗	g	in	1	gian0,gien1,gien2
甘	k	om	0	kam0
甙	d	oj	2	dai2
甚	zj	rm	2	ḑjim1,ḑjim2
甚	zj	rm	3	ḑjim1,ḑjim2
甛	d	im	0	
甜	d	im	0	dem0
甜	ŧ	im	1	dem0
甝	h	on	0	xam0
甞	zj	wg	0	ḑjag0
生	sj	rg	0	srieg0,srieg2
生	sj	ag	0	srieg0,srieg2
甠	ḑ	ig	0	
甡	sj	rn	0	srin0
甡	ŧj	an	1	srin0
産	ŧj	an	1	sren1
甤	nj	uj	2	njyi0,njye1,njyi1
甤	nj	uj	0	njyi0,njye1,njyi1
甥	sj	rg	0	srieg0
甥	sj	ag	0	srieg0
甦	s	ov	0	
甧	s	rm	0	
用	j	ug	2	jyug2
甩	ql	rn	3	
甩	s	on	3	
甪	l	ug	3	
甫	pv	u	1	pyo1
甫	ꝑ	ov	1	pyo1
甫	ꝑ	ov	0	pyo1
甫	ꝑ	ov	2	pyo1
甬	qj	ug	1	jyug1
甭	p	ug	1	
甭	p	ug	2	
甮	bv	ug	2	
甮	m	ug	2	
甯	n	ig	0	
甯	n	ig	2	
田	d	in	0	den0
田	ŧ	in	1	den0
由	j	rv	0	ju0
甲	k	am	3	krap
申	sj	rn	0	sjin0
甴	ḑ	an	3	
甴	ḑ	rn	3	
甶	bv	rn	3	pyot
男	n	am	0	nom0
甸	d	in	2	den2
甸	d	in	0	den2
甸	t	in	0	den2
甹	ꝑ	ig	0	ꝑeg0,ju0
町	d	ig	1	ŧeg0,ŧen1,deg1,ŧeg1
町	t	ig	0	ŧeg0,ŧen1,deg1,ŧeg1
町	ŧ	ig	0	ŧeg0,ŧen1,deg1,ŧeg1
甼	d	ig	1	
甽	x	yn	1	
甽	ţ	rn	2	
甾	tj	i	0	ţri0
甾	tj	oj	0	ţri0
甿	m	ag	0	mreg0
甿	m	rg	0	mreg0
甿	m	rn	0	mreg0
畀	p	i	1	pjii2
畀	p	i	2	pjii2
畁	p	i	1	ţi0,ţi2
畂	m	rv	1	liu2
畃	z	on	0	
畄	l	rv	0	
畆	m	rv	1	
畇	v	rn	0	syn0,jyn0,zyn0,den0
畈	pv	an	2	pyan2
畉	bhv	u	0	
畊	k	ag	0	beg0
畊	k	rg	0	beg0
畋	d	in	0	den0,den2
界	k	aj	2	krai2
畍	k	aj	2	
畎	x	yn	1	kuen1
畏	qv	i	2	qyoi2
畐	bv	ug	3	biuk,ꝑik
畑	d	in	0	
畒	m	rv	1	
畓	ḑ	yn	0	
畔	b	un	2	buan2
畔	bh	un	1	buan2
畕	k	wg	0	kiag0
畖	qv	a	0	qrua0
畗	t	am	3	
畘	n	am	0	
留	l	rv	0	liu0,liu2
畚	p	un	1	puon1
畛	tj	rn	1	ţjin0,ţjin1
畛	ŧj	rn	1	ţjin0,ţjin1
畜	ŧj	ug	3	ŧriu2,xiuk
